0,21
1,28
2,35
3,42
4,49
5,56
6,63
7,70
8,77
9,84
10,91
11,98
12,105
13,112
14,119
15,126
16,133
17,140
18,147
19,154
20,161
21,168
22,175
23,182
24,189
25,196
26,203
27,210
28,217
29,224
30,231
31,238
32,245
33,252
34,259
35,266
36,273
37,280
38,287
39,294
40,301
41,308
42,315
43,322
44,329
45,336
46,343
47,350
48,357
49,364
50,371
51,378
52,385
53,392
54,399
55,406
56,413
57,420
58,427
59,434
60,441
61,448
62,455
63,462
64,469
65,476
66,483
67,490
68,497
69,504
70,511
71,518
72,525
73,532
74,539
75,546
76,553
77,560
78,567
79,574
80,581
81,588
82,595
83,602
84,609
85,616
86,623
87,630
88,637
89,644
90,651
91,658
92,665
93,672
94,679
95,686
96,693
97,700
98,707
99,714
