0,85
1,84
2,83
3,82
4,79
5,55
6,62
7,72
8,79
9,88
10,95
11,95
12,103
13,110
14,117
15,124
16,131
17,138
18,150
19,152
20,159
21,166
22,178
23,185
24,190
25,195
26,202
27,211
28,218
29,223
30,230
31,237
32,244
33,249
34,258
35,265
36,270
37,280
38,284
39,291
40,298
41,303
42,315
43,322
44,329
45,329
46,341
47,350
48,355
49,355
50,367
51,374
52,381
53,388
54,400
55,407
56,414
57,416
58,423
59,430
60,440
61,440
62,452
63,456
64,463
65,473
66,480
67,487
68,494
69,501
70,508
71,515
72,525
73,532
74,534
75,541
76,548
77,555
78,560
79,572
80,579
81,586
82,593
83,600
84,605
85,612
86,619
87,626
88,633
89,638
90,650
91,654
92,661
93,668
94,673
95,685
96,690
97,697
98,704
99,711
