Estimating weights...
[7 7 2]
1 , 41.0143197873
2 , 40.8944134286
3 , 40.785996709
4 , 40.8325903133
5 , 40.7903340603
6 , 41.0382058644
7 , 40.9685755909
8 , 41.4742654568
9 , 41.1914172159
10 , 41.9388646506
11 , 41.2951534182
12 , 42.1790230668
13 , 41.2792769616
14 , 42.2113871209
15 , 41.2268168849
16 , 42.1737929107
17 , 41.1700661641
18 , 42.120024913
19 , 41.1141908281
20 , 42.060473218
21 , 41.0596930191
22 , 41.9976621251
23 , 41.0065071633
24 , 41.9327859168
25 , 40.9544641019
26 , 41.8665309542
27 , 40.9033174135
28 , 41.7991933801
29 , 40.8527319572
30 , 41.7307235413
31 , 40.8022747302
32 , 41.6607627733
33 , 40.7514092576
34 , 41.588676954
35 , 40.6994923006
36 , 41.5135878602
37 , 40.6457738587
38 , 41.4344074159
39 , 40.5894050258
40 , 41.3498860062
41 , 40.5294630784
42 , 41.2586933735
43 , 40.4650087851
44 , 41.1595573935
45 , 40.3951949348
46 , 41.0514864331
47 , 40.3194410718
48 , 40.9340830533
49 , 40.2376667293
50 , 40.8079060587
51 , 40.1505268249
52 , 40.6747564377
53 , 40.0595351176
54 , 40.537700571
55 , 39.9669513288
56 , 40.4006950386
57 , 39.8754027232
58 , 40.2678790339
59 , 39.7873756808
60 , 40.1428193659
61 , 39.704802071
62 , 40.0280195141
63 , 39.6288865013
64 , 39.9248130867
65 , 39.5601599883
66 , 39.8335466243
67 , 39.4986497876
68 , 39.753877427
69 , 39.4440619811
70 , 39.6850552963
71 , 39.3959249479
72 , 39.6261320381
73 , 39.3536838624
74 , 39.5760940799
75 , 39.3167553846
76 , 39.5339350776
77 , 39.2845556138
78 , 39.4986889068
79 , 39.2565123286
80 , 39.4694398779
81 , 39.2320693156
82 , 39.445322061
83 , 39.2106877977
84 , 39.4255152912
85 , 39.1918478551
86 , 39.4092421487
87 , 39.1750511832
88 , 39.3957678221
89 , 39.1598254101
90 , 39.3844030792
91 , 39.1457294526
92 , 39.3745094652
93 , 39.1323589786
94 , 39.3655052676
95 , 39.1193509684
96 , 39.3568706843
97 , 39.1063865462
98 , 39.3481509151
99 , 39.0931916169
100 , 39.3389564333
101 , 39.079535258
102 , 39.3289603101
103 , 39.0652261871
104 , 39.317893006
105 , 39.050107873
106 , 39.3055354099
107 , 39.0340529648
108 , 39.2917110648
109 , 39.0169576903
110 , 39.2762784929
111 , 38.9987367718
112 , 39.2591243892
113 , 38.9793192699
114 , 39.2401582584
115 , 38.9586456318
116 , 39.2193088773
117 , 38.9366661162
118 , 39.19652281
119 , 38.9133406971
120 , 39.1717650922
121 , 38.8886405025
122 , 39.1450221145
123 , 38.8625508156
124 , 39.1163066594
125 , 38.8350756155
126 , 39.085664941
127 , 38.8062435544
128 , 39.053185336
129 , 38.7761151247
130 , 39.0190082474
131 , 38.7447905523
132 , 38.9833362226
133 , 38.712417666
134 , 38.9464430656
135 , 38.6791986801
136 , 38.9086803424
137 , 38.6453945643
138 , 38.8704794965
139 , 38.6113255771
140 , 38.8323479222
141 , 38.5773667341
142 , 38.7948579062
143 , 38.5439375309
144 , 38.7586283295
145 , 38.5114860984
146 , 38.7243002377
147 , 38.4804689338
148 , 38.692508483
149 , 38.4513281344
150 , 38.6638522469
151 , 38.4244683961
152 , 38.6388671359
153 , 38.4002358304
154 , 38.6180008032
155 , 38.378900051
156 , 38.60159303
157 , 38.360640282
158 , 38.5898603762
159 , 38.3455357675
160 , 38.5828852233
161 , 38.3335606523
162 , 38.580609334
163 , 38.3245837152
164 , 38.5828327203
165 , 38.3183735948
166 , 38.5892192154
167 , 38.314610166
168 , 38.5993102327
169 , 38.3129022617
170 , 38.6125474877
171 , 38.3128109912
172 , 38.6283039783
173 , 38.3138766972
174 , 38.645920654
175 , 38.3156465704
176 , 38.6647446028
177 , 38.3176995136
178 , 38.6841638907
179 , 38.3196652787
180 , 38.7036347438
181 , 38.3212360726
182 , 38.7226984167
183 , 38.3221703743
184 , 38.7409872794
185 , 38.3222901104
186 , 38.7582216562
187 , 38.3214732228
188 , 38.7742002122
189 , 38.3196439036
190 , 38.7887870355
191 , 38.3167624632
192 , 38.8018981417
193 , 38.3128161981
194 , 38.8134892979
195 , 38.3078119671
196 , 38.8235461533
197 , 38.3017706544
198 , 38.8320769217
199 , 38.2947233438
200 , 38.83910738
201 , 38.286708864
202 , 38.844677708
203 , 38.2777723234
204 , 38.8488406419
205 , 38.2679642916
206 , 38.8516604612
207 , 38.257340351
208 , 38.853212419
209 , 38.2459608101
210 , 38.8535823178
211 , 38.2338904309
212 , 38.852866011
213 , 38.2211980622
214 , 38.8511686726
215 , 38.2079561065
216 , 38.8486037223
217 , 38.1942397736
218 , 38.845291334
219 , 38.1801260951
220 , 38.8413564985
221 , 38.1656927021
222 , 38.8369266488
223 , 38.1510163891
224 , 38.8321289075
225 , 38.1361715187
